,epoch,load.txt.data.x,load.txt.data.y,load.txt.data.z
285600,2015-06-23 11:53:08.105,-0.42689514,10.117813,0.68499756
285602,2015-06-23 11:53:08.125,-0.33644104,9.980942,0.75283813
285604,2015-06-23 11:53:08.145,-0.2162323,9.836929,0.85043335
285606,2015-06-23 11:53:08.165,-0.14482117,9.77623,0.8230591
285608,2015-06-23 11:53:08.186,-0.06745911,9.7226715,0.87423706
285610,2015-06-23 11:53:08.206,-0.026992798,9.796463,0.82901
285612,2015-06-23 11:53:08.226,-0.06626892,9.882156,0.8551941
285614,2015-06-23 11:53:08.246,-0.19242859,9.934525,0.8194885
285616,2015-06-23 11:53:08.266,-0.2328949,9.855972,0.79330444
285618,2015-06-23 11:53:08.286,-0.23646545,9.880966,0.75045776
285620,2015-06-23 11:53:08.305,-0.1745758,10.046402,0.83496094
285622,2015-06-23 11:53:08.325,-0.08055115,10.266586,0.8968506
285624,2015-06-23 11:53:08.345,-0.11506653,10.273727,0.9706421
285626,2015-06-23 11:53:08.365,-0.17219543,10.063065,0.9277954
285628,2015-06-23 11:53:08.385,-0.15553284,9.915482,0.9266052
285630,2015-06-23 11:53:08.405,-0.003189087,9.910721,1.0039673
285632,2015-06-23 11:53:08.426,0.1301117,9.872635,1.105133
285634,2015-06-23 11:53:08.444,0.17771912,9.811935,1.1694031
285636,2015-06-23 11:53:08.466,0.14915466,9.794083,1.0658569
285638,2015-06-23 11:53:08.484,0.06227112,9.833359,1.1598816
285640,2015-06-23 11:53:08.506,0.02180481,9.786942,1.2348633
285642,2015-06-23 11:53:08.525,0.025375366,9.682205,1.1908264
285644,2015-06-23 11:53:08.546,-0.005569458,9.566757,1.156311
285646,2015-06-23 11:53:08.565,0.1051178,9.513199,1.1777344
285648,2015-06-23 11:53:08.585,0.17414856,9.547714,1.0932312
285650,2015-06-23 11:53:08.605,0.13725281,9.678635,1.0908508
285652,2015-06-23 11:53:08.625,0.059890747,9.798843,1.0432434
285654,2015-06-23 11:53:08.644,0.012283325,9.894058,1.111084
285656,2015-06-23 11:53:08.664,0.097976685,10.065445,1.1824951
285658,2015-06-23 11:53:08.686,0.15510559,10.110672,1.3027039
285660,2015-06-23 11:53:08.704,0.14915466,9.994034,1.2800903
285662,2015-06-23 11:53:08.724,0.06465149,9.855972,1.2515259
285664,2015-06-23 11:53:08.744,0.1134491,9.846451,1.2705688
285666,2015-06-23 11:53:08.765,0.170578,9.867874,1.3146057
285668,2015-06-23 11:53:08.785,0.23960876,9.797653,1.2979431
285670,2015-06-23 11:53:08.805,0.13249207,9.5108185,1.2681885
285672,2015-06-23 11:53:08.825,0.022994995,9.156143,1.2062988
285674,2015-06-23 11:53:08.845,0.02418518,8.974045,1.2860413
285676,2015-06-23 11:53:08.864,0.057510376,8.768143,1.1646423
285678,2015-06-23 11:53:08.884,-0.051986694,8.661026,0.5993042
285680,2015-06-23 11:53:08.904,-0.19004822,8.896683,0.28985596
285682,2015-06-23 11:53:08.924,0.20985413,9.808365,0.58621216
285684,2015-06-23 11:53:08.944,0.6502228,10.9414215,0.74450684
285686,2015-06-23 11:53:08.964,0.80970764,11.750748,0.44815063
285688,2015-06-23 11:53:08.983,0.97395325,11.825729,-0.33499146
285690,2015-06-23 11:53:09.003,-0.28883362,11.074722,-0.56469727
285692,2015-06-23 11:53:09.023,0.75019836,11.0890045,-0.19216919
285694,2015-06-23 11:53:09.043,0.47883606,10.459396,0.3267517
285696,2015-06-23 11:53:09.063,0.6716461,9.745285,0.13156128
285698,2015-06-23 11:53:09.084,1.0953522,9.644119,-0.19573975
285700,2015-06-23 11:53:09.104,1.3036346,9.170425,-0.32904053
285702,2015-06-23 11:53:09.124,1.0739288,9.087112,0.006591797
285704,2015-06-23 11:53:09.144,0.4514618,9.239456,0.18035889
285706,2015-06-23 11:53:09.163,0.7882843,9.379898,-0.29690552
285708,2015-06-23 11:53:09.184,0.76924133,9.45369,-0.43496704
285710,2015-06-23 11:53:09.203,0.8227997,9.297775,-0.26953125
285712,2015-06-23 11:53:09.223,1.1858063,9.500107,-0.18859863
285714,2015-06-23 11:53:09.243,1.1489105,9.488205,-0.35760498
285716,2015-06-23 11:53:09.263,1.319107,9.450119,-0.35284424
